"protein_id","pvalue","qvalue","signif","signif_threshold_qvalue","signif_threshold_log2fc","contrast","foldchange.log2","effectsize","tstatistic","standarddeviation","standarderror","dea_algorithm","peptides_used_for_dea"
"A0A9D4WXV9",0.967809083090492,0.971878525191046,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.00553444035184141,0.0341853352754614,0.0418683140554234,0.161895160812247,0.132186845271944,"ebayes",2
"A0A9D4X8K8",0.0043835509290099,0.0100153161349354,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.786861086383468,3.42053789885297,4.18928624902074,0.230040160247115,0.187827004317836,"ebayes",12
"A0A9D5BDS5",0.871860529146039,0.892975214009313,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.0548907527268492,-0.136762199669386,-0.167498802645313,0.401359095272993,0.327708329014644,"ebayes",2
"A0A9D4X261",0.118534674500953,0.162474942091111,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.311095115302251,1.45864293781477,1.7864654572802,0.213277086007293,0.174140011515183,"ebayes",5
"A0A9D4XY98",0.0804943857082915,0.117177198270227,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.351589620261848,1.67599924927051,2.0526714850002,0.209779103668979,0.171283920895804,"ebayes",2
"A0A068LJH6",0.00303930314318454,0.00744244316123596,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.469606936963612,-3.67106930952678,-4.49612330936599,0.127921021742885,0.104447076881847,"ebayes",15
"A0A9D5BAR9",0.00763592082592967,0.0158172645679972,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.586008717687243,3.05801798737764,3.745291846664,0.191630238967223,0.1564654349191,"ebayes",9
"A0A9D5ANQ8",0.0283751422902559,0.0477228987980277,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.346343840940704,2.26581485244472,2.77504512005456,0.152856196774866,0.124806562040294,"ebayes",15
"A0A9D4WV85",0.0175358308434813,0.0317553404212908,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.752088169608412,-2.5474436255619,-3.11996851556613,0.295232507625177,0.241056333054676,"ebayes",6
"A0A9D5BKT1",0.569754685664015,0.63081647771909,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.0793895955743111,0.487616673437318,0.597206019997383,0.162811486766185,0.13293502228035,"ebayes",9
"A0A9D4WTG1",0.0645282847552305,0.0969237277492549,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.516227456478443,-1.79986559677979,-2.2043761588502,0.286814447368763,0.23418301563727,"ebayes",1
"A0A9D5A3R5",0.526140487559301,0.590254318731904,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.0765253437733681,-0.545496287385689,-0.668093780338775,0.140285727956314,0.114542817229288,"ebayes",3
"A0A9D4WUG1",5.63625373203986e-07,4.31758304756261e-05,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-2.09208100666166,-14.6791402323729,-17.9782017160366,0.142520677202051,0.116367645646979,"ebayes",3
"A0A9D4YJ53",0.813300457049976,0.845799143346031,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.0452661324969946,-0.200481891509289,-0.245539168432887,0.225786639163354,0.184354018896041,"ebayes",3
"A0A9D5B1D2",0.0202956525608466,0.0358886539185702,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.368054944265656,2.46100132467004,3.01409875087754,0.149554955771916,0.122111110048567,"ebayes",8
"A0A9D4X9E1",0.000118466274287913,0.000729852918981679,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",1.00946454126791,6.43242530436681,7.87807990213273,0.156933737043571,0.128135859728286,"ebayes",16
"A0A9D4VVN5",0.200527649692411,0.257151692277697,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.467640607757956,-1.1575547560714,-1.41770925085339,0.403990053433905,0.329856497357593,"ebayes",4
"A0A9D4WR48",0.753421308334795,0.796231547684976,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.0580419285688983,0.2671108641883,0.327142661007596,0.217295274549303,0.177420848721257,"ebayes",6
"A0A9D4WJK6;A0A9D4WLE2",0.110813786679072,0.153393785856472,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.26584755549567,-1.4966072423892,-1.83296204460368,0.177633481895537,0.145037130625993,"ebayes",2
"A0A9D5AXS5",0.196338848249267,0.252337994267814,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.16329148501685,1.16987946173856,1.43280387091066,0.139579751895278,0.113966390189235,"ebayes",14
"A0A9D5AJ11",0.00711431336482366,0.0149271897990615,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.752896442805014,3.10317238560832,3.80059446431779,0.2426215334658,0.198099652534268,"ebayes",1
"A0A9D4X3A9",0.000260540241182387,0.00124988392818677,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.34263757179366,-5.65478158988756,-6.92566475105437,0.237434028255786,0.193864072266746,"ebayes",5
"A0A9D5AID9",0.12211951442712,0.16671325775861,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.515224635065546,-1.44182031684744,-1.76586203852709,0.357343164779432,0.291769472260299,"ebayes",2
"A0A9D4Y642",0.00166139123437928,0.00464868946352852,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.88989200079383,-4.10655047916653,-5.02947663846987,0.460213994782648,0.375763153235123,"ebayes",3
"A0A9D4YIW7",0.103095803751888,0.144334125252643,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.584698708258581,-1.53721370031725,-1.88269459569644,0.380362670549913,0.310564820016543,"ebayes",4
"A0A9D5AT22",5.50933390641107e-05,0.000449154531325882,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.45708880204393,-7.27034086111192,-8.90431268291553,0.200415472930259,0.16363854841257,"ebayes",3
"A0A9D4WD20;A0A9D4WFK2",0.00309115200018618,0.00754211365430043,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",1.33584156349041,3.65928357573676,4.48168879235107,0.365055491284644,0.298066560482803,"ebayes",4
"A0A9D4WAC7",0.00168906064457176,0.00468094622318181,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.13785893605104,-4.09424404405323,-5.01440439517976,0.277916734764198,0.226918063717566,"ebayes",3
"A0A9D5H130",0.000216681920216072,0.00109245281592541,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.991762616495105,-5.82951213633831,-7.13966509169537,0.170127892917993,0.13890884288798,"ebayes",2
"A0A9D4W3P0",9.32366562231256e-06,0.000160398654349953,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.34659013930975,-9.59052716940279,-11.7459489646678,0.140408354569482,0.11464294143967,"ebayes",2
"A0A9D5BPR1;A0A9D5H0E8",0.0402519747050189,0.0647219870504462,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.807873005143952,-2.4039187189192,-2.63336101752194,0.33606502532131,0.306783991928377,"ebayes",2
"A0A9D5B6U9",0.0989300379008005,0.139484496878936,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.234853401556603,-1.56038134043746,-1.91106904411592,0.150510260197523,0.12289111284582,"ebayes",5
"A0A9D5AEM3",8.56330155716552e-05,0.000599431109001586,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.7961561693147,-6.77709353894786,-8.30021055476747,0.265033403920458,0.216398868132691,"ebayes",8
"A0A9D5A8Z2",0.768387405962347,0.808565349904092,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.0393123951605833,-0.250287774901248,-0.306538668682316,0.157068778833062,0.128246120887688,"ebayes",3
"A0A9D4YJD4",0.00808172837387647,0.0166135783280701,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.807187982344399,-3.02201679557668,-3.70119957164178,0.26710241436311,0.21808820808502,"ebayes",8
"A0A9D4X1M8;A0A9D4YH84;A0A9D4YLQ4;A0A9D4ZYA2;A0A9D5BA82;A0A9D5BEG0",0.249138748204083,0.309991822773086,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.358914645155156,-1.02911903161866,-1.26040825602643,0.348759117388621,0.284760626915181,"ebayes",2
"A0A9D5B8R9",0.000307106207028299,0.00137926017758285,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",1.77261548792761,9.28635983693842,9.28635983693842,0.190883782133519,0.190883782133519,"ebayes",1
"A0A9D4WYE7",5.39770389530615e-05,0.000441828181752883,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.11357902191052,-7.29396016482604,-8.93324030400524,0.152671387935538,0.124655666254857,"ebayes",7
"A0A3Q8Q0E1",2.80939275739485e-05,0.000286586296357364,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",1.10675192251761,8.08332436317951,9.90001005759879,0.136917915549572,0.111793009913977,"ebayes",5
"A0A9D4Y4M7",0.297635053607628,0.361547870894812,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.130576742863848,0.920986085760556,1.12797298515826,0.141779278626144,0.115762296244646,"ebayes",18
"A0A9D4WA20",0.19792669112929,0.254137370646717,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.162275465387428,-1.16517995117879,-1.42704816945452,0.139270732579339,0.11371407697433,"ebayes",5
"A0A9D4ZV79;A0A9D4ZY91",0.00726147579851506,0.0151888674610876,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.997609632366565,3.09007571750071,3.78455438722068,0.322843102748771,0.26360028957047,"ebayes",4
"A0A9D5A3Q2",0.00748194183684974,0.0155777865936461,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.88444506157433,3.07098836305264,3.76117724775198,0.288000134489331,0.235151125117264,"ebayes",4
"P46257",0.039047007583331,0.0631597015092924,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.301748060769959,2.08309681793318,2.5512621443758,0.144855514238339,0.118274032104132,"ebayes",9
"A0A9D5AG37",0.00068355336011176,0.00240204329661295,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.682680420556162,-4.80475653791478,-5.88460092809633,0.14208428984259,0.116011336860019,"ebayes",8
"A0A9D5AYP6",0.273256285951746,0.335882688756915,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.142262382899761,-0.973320100170414,-1.19206880090606,0.146161969607792,0.119340748446424,"ebayes",12
"A0A9D4ZU88;A0A9D4ZX21",0.0168843382264289,0.0307854818126146,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.592018871819734,2.56997769248845,3.14756699846602,0.230359537185902,0.188087774496383,"ebayes",4
"Q03943",8.48260631907491e-06,0.000153063918468641,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.95365531766815,-13.4026916906303,-14.6819131404906,0.145765892610507,0.133065445829417,"ebayes",1
"A0A9D5A4S4",0.00330755441827063,0.00800113910852071,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.490575037162524,3.61235077728469,4.42420808814685,0.135804927984119,0.110884259372169,"ebayes",6
"A0A9D5A592",0.143768856042194,0.192577220564602,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.211704787856031,-1.34927669365381,-1.6525197106407,0.156902426946055,0.128110295140716,"ebayes",5
"A0A9D4X7X2",0.0322797498249195,0.0533832115230848,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.770465422632809,2.19169331976146,2.68426515304106,0.35153888351344,0.287030296451874,"ebayes",9
"A0A9D5A811",0.000347867580727199,0.00148355291780717,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.31755627008374,-6.83551615951835,-7.48793278551856,0.19275154053276,0.175957277906107,"ebayes",1
"A0A9D4XQN8",0.130131902048461,0.176229326990244,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.202697669044926,1.40587149626228,1.72183390488284,0.144179371716283,0.117721964046653,"ebayes",4
"P34922",0.0975942872181817,0.137868060579616,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.490773605189167,1.56801270918335,1.92041552384914,0.31299083375719,0.255555945624464,"ebayes",10
"A0A9D5H090",0.0097293432829974,0.0194204197290902,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.703660695093112,-2.90556209559258,-3.5585722750868,0.242177131977489,0.197736800238502,"ebayes",5
"A0A9D4WP68",0.00120438511434796,0.00364910713750202,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.611564058325506,-4.3509834868747,-5.32884471105928,0.140557660163586,0.114764848946769,"ebayes",20
"A0A9D5A003;A0A9D5A2X2",0.311450033068539,0.376335456624485,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.233264958765151,-1.01224943722432,-1.10886370117934,0.230442171847271,0.210363959535387,"ebayes",3
"A0A9D4W5V3",6.40374414897296e-05,0.000492409114485421,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.937364896950116,7.09876484501701,8.6941758371495,0.132046196403886,0.107815267888284,"ebayes",4
"A0A9D4W294",0.0404597350801324,0.0650302947052009,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.316019644764537,2.06291415313665,2.52654352917524,0.153190884983765,0.125079833818536,"ebayes",4
"A0A9D5A550",0.461732361895552,0.528959759959352,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.224962641201593,-0.636863287473376,-0.779995045110604,0.353235373472518,0.288415474703039,"ebayes",2
"A0A9D4YMQ2",6.52717086208233e-05,0.000497191626642669,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.11615305901302,-7.07724193904778,-8.66781576844623,0.15771017419297,0.128769818006076,"ebayes",5
"A0A9D4YNH9",0.929964516550109,0.941090712161875,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.0117860480358497,-0.0744679189120045,-0.0912042017706822,0.158270141129857,0.129227029095477,"ebayes",7
"P80572",0.0399943930067954,0.0644098514905154,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.331554623072311,2.06948021451718,2.53458527917628,0.160211545269431,0.130812178937638,"ebayes",3
"A0A9D4W606",9.08779600050137e-05,0.000616225091290441,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",1.85021880758858,8.76239886732029,9.59872703497808,0.211154369437466,0.192756685427799,"ebayes",1
"A0A9D5B6G5",0.589686954738981,0.648463985980569,FALSE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-0.0818121122179898,-0.462045065257385,-0.565887324025774,0.177065222355347,0.144573148654349,"ebayes",9
"A0A9D5B6T3;A0A9D5B786",0.000499384279275251,0.0019037560317911,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",-1.05937462430892,-5.07013607082067,-6.20962314999511,0.208944022312492,0.170602079823436,"ebayes",7
"A0A9D4XN54",0.00140077542101049,0.00409736902687507,TRUE,0.05,0.584962500721156,"contrast: Axillary_Buds_0h vs Axillary_Buds_2h",0.587667381343786,4.23506197809393,5.18687043769606,0.138762404041198,0.11329902846095,"ebayes",9
